code,company,name,gender,age,userCode,trip_count,avg_flight_price,avg_distance,avg_travel_time,avg_hotel_spend,avg_stay_days,flightType,agency
25,4You,Elizabeth Smith,female,64,25.0,54.0,1029.1535185185185,545.1007407407407,1.4162962962962964,501.66481481481486,2.5925925925925926,firstClass,CloudFy
26,4You,Yolanda Connolly,female,49,26.0,54.0,922.6016666666666,498.7774074074074,1.2962962962962963,475.3088888888889,2.3703703703703702,firstClass,Rainbow
27,4You,Sean Pearson,male,62,27.0,46.0,922.351304347826,480.53130434782605,1.248695652173913,558.3765217391305,2.5652173913043477,firstClass,Rainbow
28,4You,April Miller,female,46,28.0,8.0,1127.59375,561.1175000000001,1.4575,340.9025,2.25,firstClass,Rainbow
29,4You,Lisa Natera,female,35,29.0,12.0,1014.0391666666666,540.1783333333334,1.405,609.9083333333333,2.3333333333333335,firstClass,Rainbow
30,4You,Alberta Bornhorst,female,59,30.0,8.0,697.21375,349.2275,0.9075,547.97,3.0,economic,CloudFy
31,4You,Christopher Elliott,none,40,31.0,24.0,903.3841666666667,446.9075,1.1608333333333334,434.23583333333335,2.5,firstClass,CloudFy
32,4You,Wesley Locker,male,44,32.0,106.0,939.0759433962264,527.1550943396227,1.369811320754717,552.8928301886792,2.490566037735849,firstClass,Rainbow
33,4You,Ida Turzak,female,56,,,,,,,,,
34,4You,Anita Petersen,female,21,34.0,78.0,963.5880769230769,518.5394871794872,1.347179487179487,530.0889743589744,2.2564102564102564,firstClass,CloudFy
35,4You,Helen Selby,none,34,35.0,24.0,929.6333333333333,423.4166666666667,1.1008333333333333,422.94,2.5833333333333335,firstClass,Rainbow
36,4You,Anna Rodriguez,none,56,36.0,56.0,829.2328571428571,443.2675,1.1517857142857142,502.5878571428571,2.75,economic,CloudFy
37,4You,Denise Newton,none,27,37.0,6.0,684.2616666666667,545.98,1.42,480.95000000000005,2.6666666666666665,economic,Rainbow
38,4You,Nancy Dowdy,female,47,38.0,54.0,956.9544444444444,519.301111111111,1.3492592592592592,548.2737037037036,2.4814814814814814,firstClass,Rainbow
39,4You,Billie Dwight,female,48,39.0,86.0,964.0649999999999,502.01162790697674,1.3055813953488373,560.453023255814,2.697674418604651,firstClass,Rainbow
40,4You,Carlos Campbell,none,42,40.0,102.0,947.8743137254903,531.8696078431373,1.3819607843137256,500.6843137254902,2.372549019607843,firstClass,CloudFy
41,4You,Sandra Bissonnette,female,62,41.0,112.0,910.4583928571428,500.31339285714284,1.299642857142857,539.59375,2.482142857142857,firstClass,Rainbow
42,4You,Robert Collins,male,61,,,,,,,,,
43,4You,Louise James,female,24,43.0,68.0,892.6080882352941,506.69117647058823,1.316764705882353,498.4526470588235,2.3823529411764706,firstClass,Rainbow
44,4You,David Brisco,male,21,44.0,62.0,968.6032258064516,510.85064516129034,1.3274193548387097,516.908064516129,2.6451612903225805,firstClass,CloudFy
45,4You,Margaret Paul,female,54,45.0,56.0,947.8341071428571,519.0692857142857,1.3485714285714285,405.76714285714286,2.4285714285714284,firstClass,Rainbow
46,4You,Bobby Garcia,male,42,46.0,110.0,971.6209090909091,519.1454545454545,1.3485454545454545,598.5907272727272,2.5636363636363635,firstClass,Rainbow
47,4You,Kevin Lindholm,male,28,47.0,82.0,827.7819512195122,453.5578048780487,1.1785365853658536,557.5451219512195,2.5853658536585367,economic,CloudFy
48,4You,Clyde Ruiz,male,46,48.0,28.0,977.6060714285715,517.5571428571428,1.3457142857142856,528.3778571428571,2.5714285714285716,premium,CloudFy
49,4You,Charles Wilenkin,male,55,49.0,98.0,984.9345918367346,513.8779591836735,1.3351020408163266,501.6012244897959,2.4081632653061225,firstClass,Rainbow
50,4You,Monique Williams,female,56,50.0,62.0,918.5433870967743,474.3035483870968,1.2322580645161292,480.30516129032253,2.4516129032258065,firstClass,CloudFy
51,4You,Jenell Torbus,female,39,51.0,4.0,575.8775,307.715,0.8,572.97,3.0,economic,CloudFy
52,4You,Joyce Jacobsen,female,55,52.0,104.0,899.95625,519.3696153846154,1.349423076923077,507.36634615384617,2.423076923076923,economic,CloudFy
53,4You,Carol Dixon,female,23,53.0,14.0,895.9657142857143,521.0571428571428,1.3542857142857143,522.4371428571428,2.4285714285714284,firstClass,Rainbow
54,4You,Dorothea Delaney,female,21,54.0,58.0,927.6055172413794,495.3789655172414,1.2875862068965516,612.5651724137931,2.689655172413793,firstClass,CloudFy
55,4You,Ivory Shiner,none,38,55.0,100.0,941.7094000000001,482.7144,1.255,492.5316,2.24,firstClass,CloudFy
56,4You,Lindsey Pille,none,39,56.0,102.0,947.5088235294118,564.7013725490197,1.467450980392157,548.7496078431373,2.7058823529411766,economic,CloudFy
57,4You,Dorothy Dyson,female,32,57.0,22.0,895.1754545454546,510.2554545454546,1.3254545454545454,591.4527272727272,2.727272727272727,economic,Rainbow
58,4You,Ernie Walker,male,37,58.0,14.0,879.2764285714285,404.11,1.05,671.8142857142857,2.5714285714285716,firstClass,Rainbow
59,4You,Katherine Martinez,none,29,59.0,16.0,1017.524375,513.98875,1.335,518.2125,2.25,firstClass,CloudFy
60,4You,Fred Moreta,male,47,60.0,106.0,934.2019811320755,480.09641509433965,1.2471698113207546,380.0632075471698,2.0377358490566038,firstClass,Rainbow
61,4You,Susan Armstrong,female,61,61.0,116.0,921.4104310344827,491.01758620689657,1.2763793103448275,540.6687931034483,2.5172413793103448,firstClass,Rainbow
62,4You,David Ray,none,32,62.0,70.0,965.5431428571429,498.1325714285714,1.2942857142857143,563.7005714285715,2.3142857142857145,firstClass,CloudFy
63,4You,Robert Bell,male,22,63.0,94.0,976.0686170212765,488.25638297872337,1.2693617021276595,491.55063829787235,2.1914893617021276,firstClass,CloudFy
64,4You,Ann Moore,female,41,64.0,116.0,944.4085344827586,516.491724137931,1.3429310344827585,530.1370689655173,2.5689655172413794,firstClass,CloudFy
65,4You,Christina Law,none,51,65.0,82.0,968.0771951219513,529.6090243902439,1.3765853658536584,612.4926829268293,2.707317073170732,firstClass,Rainbow
66,4You,Lona Paquette,none,52,66.0,38.0,1004.2776315789474,528.1236842105263,1.3721052631578947,500.16736842105263,2.3157894736842106,firstClass,CloudFy
67,4You,Melissa Long,female,41,67.0,90.0,996.3835555555556,537.9508888888889,1.3984444444444444,577.1395555555555,2.5555555555555554,firstClass,Rainbow
68,4You,Lori Friedman,female,62,68.0,90.0,940.2607777777778,488.03644444444444,1.2682222222222221,459.6428888888889,2.111111111111111,firstClass,CloudFy
69,4You,Patty Chestnut,none,22,69.0,64.0,862.27109375,445.2728125,1.156875,521.4271875,2.53125,firstClass,Rainbow
70,4You,Charles Lutz,male,57,70.0,90.0,906.7818888888888,498.4082222222222,1.2955555555555556,534.198,2.488888888888889,firstClass,CloudFy
71,4You,Walter Hendrickson,none,49,71.0,20.0,866.3100000000001,496.535,1.2890000000000001,418.11800000000005,2.1,premium,CloudFy
72,4You,Pearlie Truong,none,22,72.0,62.0,943.921935483871,488.0083870967742,1.2680645161290323,497.2354838709677,2.3225806451612905,firstClass,Rainbow
73,4You,Melissa Emch,female,46,73.0,78.0,886.2507692307692,498.7238461538461,1.296153846153846,498.1920512820513,2.41025641025641,economic,CloudFy
74,4You,Janet Vaness,none,24,74.0,14.0,793.2521428571428,511.0414285714286,1.3285714285714287,335.40999999999997,1.7142857142857142,economic,Rainbow
75,4You,Robert Wilhite,male,65,75.0,80.0,995.5905,495.3715,1.28775,521.09925,2.575,firstClass,Rainbow
76,4You,Dian Houde,none,65,76.0,12.0,1017.5291666666667,464.37166666666667,1.2083333333333333,466.9533333333334,2.3333333333333335,firstClass,CloudFy
77,4You,Helen Gorman,female,57,77.0,52.0,835.8384615384615,428.0634615384615,1.1126923076923076,562.5296153846155,2.6538461538461537,firstClass,CloudFy
78,4You,Craig Milstead,none,31,78.0,42.0,938.0826190476191,549.0938095238095,1.4266666666666667,505.0438095238095,2.5238095238095237,economic,CloudFy
79,4You,Margaret Bertholf,female,65,79.0,48.0,907.6260416666668,477.8666666666666,1.2425,594.2170833333333,2.4583333333333335,firstClass,CloudFy
80,4You,Elissa Hubbard,female,45,80.0,16.0,1119.3375,590.64625,1.53625,678.075,2.625,firstClass,Rainbow
81,4You,Angela Hill,female,21,81.0,54.0,899.7290740740741,523.0270370370371,1.3588888888888888,546.2222222222222,2.5185185185185186,economic,CloudFy
82,4You,Matthew Middendorf,male,60,82.0,106.0,947.0437735849057,522.8228301886793,1.3583018867924528,554.2724528301887,2.4716981132075473,firstClass,Rainbow
83,4You,Fay Hall,none,51,83.0,78.0,1060.6567948717948,542.8648717948718,1.4102564102564104,541.8517948717949,2.5128205128205128,firstClass,Rainbow
84,4You,Josephine Miller,none,49,84.0,54.0,960.027962962963,526.7333333333333,1.3681481481481481,522.0425925925925,2.4444444444444446,firstClass,CloudFy
85,4You,Peter Moon,male,39,85.0,4.0,1076.03,693.3,1.8,1152.48,4.0,premium,CloudFy
86,4You,Audrey Atwood,female,30,86.0,8.0,800.33875,492.11,1.28,629.38,2.75,economic,Rainbow
87,4You,Marie Bowyer,female,30,87.0,6.0,1073.4116666666666,543.94,1.4133333333333333,427.25333333333333,3.0,firstClass,CloudFy
88,4You,Gabriel Davis,none,21,88.0,12.0,957.4533333333334,583.715,1.5166666666666666,460.53,2.1666666666666665,economic,Rainbow
89,4You,Dixie Perez,female,28,89.0,24.0,922.02875,557.33,1.4491666666666667,623.9091666666667,2.8333333333333335,economic,Rainbow
90,4You,Juan Naone,none,39,90.0,122.0,912.3427049180327,488.32852459016397,1.2690163934426228,552.6321311475409,2.5737704918032787,firstClass,Rainbow
91,4You,Christopher Madden,male,21,91.0,46.0,983.6467391304348,547.5152173913044,1.4217391304347828,562.9934782608696,2.8260869565217392,premium,Rainbow
92,4You,Donna Day,female,43,92.0,16.0,968.921875,497.03375,1.29125,477.98375,2.5,firstClass,Rainbow
93,4You,Nancy Campbell,none,32,93.0,130.0,833.0539230769231,471.63307692307694,1.2255384615384615,499.5098461538461,2.4153846153846152,economic,Rainbow
94,4You,Cora Soron,none,47,94.0,122.0,973.7882786885245,520.0663934426229,1.351967213114754,593.6854098360656,2.6885245901639343,firstClass,Rainbow
95,4You,Randall Wison,none,21,95.0,74.0,874.1251351351351,444.3618918918919,1.155135135135135,589.4786486486486,2.810810810810811,firstClass,CloudFy
96,4You,Mary Clarke,female,40,96.0,60.0,833.7921666666666,457.6236666666667,1.1900000000000002,551.7596666666667,2.533333333333333,economic,CloudFy
97,4You,Desmond Claxton,none,47,97.0,78.0,928.7565384615384,473.5771794871794,1.2305128205128206,536.9994871794871,2.6923076923076925,firstClass,CloudFy
98,4You,Marie Ruiz,female,23,98.0,14.0,1171.7621428571426,604.0014285714286,1.5685714285714287,257.5,1.1428571428571428,firstClass,Rainbow
99,4You,Louis Peck,none,41,99.0,14.0,853.5464285714286,458.9171428571429,1.1914285714285715,480.2785714285714,2.5714285714285716,firstClass,Rainbow
100,4You,Carla Puskar,female,36,100.0,72.0,946.4294444444445,569.2191666666666,1.4791666666666667,545.5961111111111,2.361111111111111,economic,Rainbow
101,4You,James Banks,male,59,101.0,36.0,856.7736111111111,519.8711111111111,1.3511111111111112,509.7688888888889,2.388888888888889,economic,Rainbow
102,4You,Henry Muhammad,male,43,102.0,14.0,984.4521428571428,487.3985714285714,1.2671428571428573,476.0157142857143,1.8571428571428572,firstClass,CloudFy
103,4You,Judy Church,female,39,103.0,52.0,1014.4571153846153,522.1946153846154,1.356923076923077,474.475,2.3846153846153846,firstClass,CloudFy
104,4You,Stephen Naylor,male,32,104.0,88.0,990.9488636363636,524.8318181818181,1.3636363636363635,472.6695454545454,2.1818181818181817,firstClass,CloudFy
105,4You,Richard Haugen,male,31,105.0,136.0,935.1382352941176,497.4117647058824,1.2925,493.02191176470586,2.4411764705882355,firstClass,Rainbow
106,4You,Tisha Eberly,none,27,106.0,108.0,937.2893518518518,496.0596296296296,1.2894444444444444,555.5742592592592,2.611111111111111,firstClass,CloudFy
107,4You,Lisa Martin,female,46,107.0,86.0,893.0947674418604,436.0458139534884,1.1330232558139535,569.1272093023256,2.697674418604651,firstClass,Rainbow
108,4You,Becky Gonzalez,female,58,108.0,28.0,830.635,530.0550000000001,1.3771428571428572,438.5642857142857,2.5,economic,Rainbow
109,4You,Maria Averitt,female,24,109.0,100.0,905.4011999999999,478.05660000000006,1.2416,535.9004,2.44,firstClass,CloudFy
110,4You,Frank Leung,none,54,110.0,74.0,887.3227027027027,487.1135135135135,1.2659459459459461,497.71378378378375,2.135135135135135,firstClass,Rainbow
111,4You,Susan Streets,female,63,111.0,120.0,907.2319166666667,525.3745,1.3645,611.0665,2.6333333333333333,premium,CloudFy
112,4You,Michael Benincase,male,53,112.0,124.0,905.5287903225806,474.8543548387097,1.2343548387096774,588.8138709677419,2.6774193548387095,firstClass,Rainbow
113,4You,Richard Bouton,none,38,113.0,88.0,980.2252272727272,546.6897727272727,1.420909090909091,615.0434090909091,2.590909090909091,firstClass,CloudFy
114,4You,Wallace Tenney,male,47,114.0,22.0,1071.885909090909,589.6572727272727,1.5327272727272727,488.4045454545454,2.5454545454545454,firstClass,CloudFy
115,4You,Mark Trogdon,none,48,115.0,126.0,909.8736507936508,469.8963492063492,1.221111111111111,583.5528571428572,2.6984126984126986,firstClass,CloudFy
116,4You,Shawn Pennachio,male,59,116.0,66.0,915.6765151515152,481.4554545454546,1.2515151515151515,576.9375757575757,2.757575757575758,firstClass,Rainbow
117,4You,Maurice Creasey,none,38,117.0,78.0,974.7183333333334,503.1992307692308,1.3074358974358975,559.7276923076923,2.6666666666666665,firstClass,Rainbow
118,4You,Margaret Renfroe,female,45,118.0,64.0,1035.29046875,561.3659375,1.4590625,517.7265625,2.5,firstClass,CloudFy
119,4You,Justin Bedard,male,38,119.0,110.0,893.9441818181818,477.3743636363636,1.2405454545454546,518.8232727272728,2.1454545454545455,firstClass,CloudFy
120,4You,Robert Cuomo,none,41,120.0,108.0,904.8914814814815,487.017037037037,1.2657407407407406,586.1090740740741,2.7222222222222223,firstClass,Rainbow
121,4You,Kim Frederick,male,54,121.0,30.0,888.4816666666667,437.3573333333333,1.1353333333333333,620.8813333333333,2.7333333333333334,firstClass,Rainbow
122,4You,Shannon Crosley,none,56,122.0,42.0,975.4078571428571,538.1204761904762,1.398095238095238,513.2723809523809,2.4761904761904763,firstClass,Rainbow
123,4You,Ralph Alzugaray,male,60,123.0,20.0,922.3834999999999,538.679,1.399,460.535,2.3,economic,CloudFy
124,4You,Rae Austin,female,54,124.0,44.0,926.0884090909091,524.1136363636364,1.3627272727272728,660.2945454545454,2.909090909090909,firstClass,Rainbow
125,4You,Marshall Knight,male,61,125.0,20.0,860.7504999999999,508.83600000000007,1.322,491.08599999999996,2.2,economic,CloudFy
126,4You,Ernesto Naron,none,47,126.0,128.0,928.702109375,477.55265625,1.24046875,577.58625,2.671875,firstClass,Rainbow
127,4You,Juan Jaremka,none,47,127.0,74.0,1026.568918918919,539.4275675675675,1.4013513513513514,590.0778378378378,2.6486486486486487,firstClass,Rainbow
128,4You,Alexander Carter,male,58,,,,,,,,,
129,4You,Angela Cooper,female,50,129.0,106.0,919.4311320754716,522.2679245283019,1.3569811320754717,556.9011320754717,2.6037735849056602,economic,CloudFy
130,4You,Robin Greek,female,65,130.0,4.0,1109.6975,515.38,1.3399999999999999,650.6300000000001,2.5,firstClass,FlyingDrops
131,4You,Terry Conteras,female,25,131.0,58.0,909.5810344827586,474.00724137931036,1.2317241379310344,619.6420689655172,2.8620689655172415,premium,CloudFy
132,4You,Mary Dortch,none,48,132.0,40.0,853.686,471.2685,1.224,503.9745,2.45,firstClass,Rainbow
133,4You,Ma New,female,28,133.0,54.0,960.5827777777778,554.9566666666667,1.441851851851852,553.7951851851851,2.5925925925925926,firstClass,CloudFy
134,4You,Anthony Mccaslin,male,54,134.0,82.0,951.1229268292683,515.8751219512195,1.3407317073170733,515.5278048780488,2.3902439024390243,firstClass,CloudFy
135,4You,Jeanna Davis,female,45,135.0,56.0,918.9891071428572,506.6028571428571,1.3167857142857142,523.4607142857143,2.4285714285714284,firstClass,CloudFy
136,4You,Sabrina Chance,female,53,136.0,10.0,757.721,388.162,1.01,377.256,2.2,firstClass,Rainbow
137,4You,Brittany Brahler,none,60,137.0,74.0,911.8744594594593,493.7232432432432,1.2832432432432432,528.3864864864864,2.4054054054054053,firstClass,CloudFy
138,4You,Kathryn Otsuka,female,27,138.0,22.0,967.4272727272728,551.0490909090909,1.4327272727272726,562.1263636363636,2.5454545454545454,economic,Rainbow
139,4You,David Huerta,none,31,139.0,62.0,1064.515483870968,567.7132258064516,1.4751612903225806,616.3729032258065,2.5161290322580645,firstClass,CloudFy
140,4You,Lillian Reyes,female,65,140.0,72.0,904.2397222222222,466.27500000000003,1.2116666666666667,454.6336111111111,2.2222222222222223,firstClass,Rainbow
141,4You,Moises Gilliard,none,39,141.0,22.0,920.0959090909091,567.5845454545455,1.4745454545454544,487.79727272727274,2.3636363636363638,economic,CloudFy
142,4You,Richard Espericueta,male,39,142.0,24.0,1014.4041666666667,557.0833333333334,1.4475,433.30916666666667,2.25,firstClass,CloudFy
143,4You,Lisa Fitch,female,37,143.0,30.0,915.8823333333333,512.5686666666667,1.332,503.46866666666665,2.3333333333333335,premium,CloudFy
144,4You,Samantha Link,female,53,144.0,18.0,984.7561111111112,500.6666666666667,1.301111111111111,579.8499999999999,3.0,firstClass,FlyingDrops
145,4You,Sandra Cruson,female,30,145.0,94.0,935.3646808510638,521.7351063829788,1.3555319148936171,563.7736170212767,2.4893617021276597,firstClass,CloudFy
146,4You,Ruben Flores,male,65,146.0,114.0,969.090350877193,547.8342105263158,1.4236842105263159,589.9889473684211,2.526315789473684,firstClass,CloudFy
147,4You,Noah Pillar,none,55,147.0,18.0,880.8222222222222,514.1411111111112,1.3355555555555556,287.9777777777778,1.6666666666666667,firstClass,Rainbow
148,4You,Marty Ferguson,male,57,148.0,94.0,953.3298936170212,507.6902127659574,1.318936170212766,571.6502127659575,2.723404255319149,firstClass,Rainbow
149,4You,Mary Harkness,female,37,149.0,118.0,877.0890677966102,449.3805084745763,1.1677966101694917,534.8086440677966,2.559322033898305,firstClass,Rainbow
150,4You,Catherine Michael,none,39,150.0,14.0,1030.747142857143,430.2,1.1171428571428572,567.1971428571429,2.7142857142857144,firstClass,Rainbow
151,4You,Edward Harris,none,40,151.0,44.0,842.4679545454545,472.2204545454546,1.2263636363636363,548.7286363636363,2.6363636363636362,economic,Rainbow
152,4You,Elisa Vizcarra,female,42,152.0,102.0,989.7457843137256,504.16117647058826,1.3094117647058823,490.00666666666666,2.4901960784313726,firstClass,Rainbow
153,4You,Tona Buri,female,65,153.0,56.0,1040.7508928571428,574.7196428571428,1.4935714285714285,635.0828571428572,2.607142857142857,firstClass,Rainbow
154,4You,Rex Velasquez,male,46,154.0,16.0,904.74625,550.75875,1.43125,574.9137499999999,2.5,economic,Rainbow
155,4You,Matthew Sullivan,none,26,155.0,110.0,918.0836363636363,493.87363636363636,1.2834545454545456,588.0412727272727,2.709090909090909,firstClass,CloudFy
156,4You,Shannon Buitron,female,53,156.0,80.0,861.177,472.0625,1.2265000000000001,575.3415,2.725,economic,Rainbow
157,4You,Sarah Axelson,none,42,157.0,102.0,964.5386274509805,544.9072549019608,1.4162745098039216,519.1078431372549,2.3333333333333335,firstClass,CloudFy
158,4You,Benjamin Vanbuskirk,male,52,158.0,128.0,989.150390625,524.68640625,1.3643750000000001,574.07140625,2.578125,firstClass,CloudFy
159,4You,Jack Harris,male,26,159.0,18.0,870.8638888888888,443.7266666666667,1.1533333333333333,421.1766666666666,2.2222222222222223,premium,CloudFy
160,4You,Juan Stevenson,none,43,160.0,26.0,849.9426923076924,473.21846153846155,1.2292307692307691,505.4276923076923,2.4615384615384617,economic,CloudFy
161,4You,Abraham Smith,male,62,161.0,88.0,869.9167045454545,506.82045454545454,1.3165909090909091,541.7347727272728,2.4318181818181817,economic,Rainbow
162,4You,Helen Jordan,female,21,162.0,68.0,866.8874999999999,496.11852941176465,1.2891176470588235,525.9579411764706,2.6470588235294117,premium,Rainbow
163,4You,Derek Colburn,male,59,163.0,44.0,1052.364090909091,553.5190909090909,1.4377272727272727,605.7554545454545,2.6818181818181817,firstClass,Rainbow
164,4You,Tyler Butler,male,35,164.0,20.0,939.0995,570.277,1.481,474.75200000000007,2.6,economic,CloudFy
165,4You,Christine Burlingham,none,62,165.0,18.0,919.568888888889,499.70000000000005,1.2977777777777777,467.0244444444445,2.0,economic,Rainbow
166,4You,Bonnie Romero,none,65,166.0,92.0,978.8642391304347,539.9386956521739,1.4026086956521737,534.4702173913043,2.4565217391304346,firstClass,Rainbow
167,4You,Robert Toney,male,65,167.0,10.0,997.3059999999999,562.6279999999999,1.464,647.6519999999999,2.2,firstClass,CloudFy
168,4You,Lynn Quirk,female,53,168.0,116.0,951.6794827586208,505.62672413793103,1.3136206896551723,555.0725862068965,2.5517241379310347,firstClass,Rainbow
169,4You,William Headley,none,55,169.0,66.0,984.1660606060606,534.2960606060606,1.3881818181818182,475.2263636363636,2.4545454545454546,firstClass,Rainbow
170,4You,Charlotte Adair,none,36,170.0,66.0,942.5906060606061,498.8851515151515,1.2963636363636364,551.7045454545455,2.6666666666666665,firstClass,Rainbow
171,4You,Wade Cobb,male,49,171.0,52.0,992.7576923076923,547.7342307692307,1.4230769230769231,457.1742307692308,2.5,firstClass,CloudFy
172,4You,Emery Bradford,none,44,172.0,6.0,1021.7933333333334,601.15,1.5599999999999998,359.47333333333336,2.0,premium,CloudFy
173,4You,Devin Shaver,male,49,173.0,46.0,965.9834782608696,496.09434782608696,1.2895652173913044,519.9308695652173,2.260869565217391,firstClass,Rainbow
174,4You,Christopher Brown,none,59,174.0,122.0,891.3253278688525,482.47098360655735,1.2536065573770492,507.765737704918,2.442622950819672,firstClass,CloudFy
175,4You,Doris Marsh,female,48,175.0,82.0,808.7080487804877,458.3170731707317,1.191219512195122,588.310975609756,2.6341463414634148,economic,CloudFy
176,4You,Eva Grant,female,32,176.0,94.0,997.7722340425531,564.7627659574467,1.4682978723404256,528.7927659574468,2.382978723404255,firstClass,CloudFy
177,4You,Brent Jaynes,male,55,177.0,84.0,926.4669047619047,476.3364285714286,1.237857142857143,575.6752380952381,2.6904761904761907,firstClass,Rainbow
178,4You,Bobby Rutledge,male,36,178.0,108.0,916.3510185185186,487.7462962962963,1.2677777777777777,539.0905555555555,2.574074074074074,firstClass,CloudFy
179,4You,Ellen Brodowski,female,55,179.0,50.0,935.7258,513.486,1.3352000000000002,518.3864,2.28,firstClass,CloudFy
180,4You,William Prahm,male,27,180.0,82.0,980.3990243902439,512.7990243902439,1.3326829268292684,524.6600000000001,2.731707317073171,firstClass,Rainbow
181,4You,Harry Wong,none,23,181.0,44.0,920.9777272727274,557.5295454545454,1.4486363636363637,403.8963636363636,2.409090909090909,economic,Rainbow
182,4You,Donald Anderson,male,29,182.0,82.0,896.3748780487806,467.4663414634146,1.2148780487804878,565.4070731707317,2.682926829268293,firstClass,CloudFy
183,4You,Dean Lindberg,male,42,183.0,108.0,908.5581481481481,493.6664814814815,1.2827777777777778,457.0264814814815,2.3333333333333335,premium,CloudFy
184,4You,Ronald Giunta,male,60,184.0,24.0,1010.49625,546.6366666666667,1.42,358.27833333333336,1.8333333333333333,firstClass,CloudFy
185,4You,Robert Sherman,male,54,185.0,68.0,899.2254411764707,480.6455882352941,1.2494117647058824,539.6841176470588,2.6470588235294117,firstClass,CloudFy
186,4You,Doris Quinones,female,56,186.0,106.0,968.1346226415095,509.54396226415093,1.3241509433962266,556.2647169811321,2.641509433962264,firstClass,Rainbow
187,4You,Merle Gravatt,male,59,187.0,94.0,986.1624468085107,511.39765957446804,1.328936170212766,486.251914893617,2.3404255319148937,firstClass,CloudFy
188,4You,Donald Kingsley,male,24,188.0,72.0,898.0479166666667,474.5869444444445,1.233888888888889,519.4847222222222,2.5555555555555554,firstClass,Rainbow
189,4You,Nicholas Goodman,male,31,189.0,100.0,882.0992,501.1462,1.3024,533.5362,2.46,premium,Rainbow
